-21.185527801513672	illegal
-21.547924041748047	radical
-21.728530883789062	liberal
-22.365814208984375	serious
-22.560516357421875	popular
-22.635255813598633	strange
-22.67917251586914	selfish
-22.70980453491211	ancient
-22.74115562438965	useless
-22.842302322387695	digital
-22.97215461730957	destroy
-22.973222732543945	science
-22.98150062561035	classic
-23.011388778686523	hostile
-23.03334617614746	literal
-23.039936065673828	justice
-23.050710678100586	respect
-23.12433433532715	trigger
-23.14185905456543	capable
-23.157655715942383	engaged
-23.202884674072266	dynamic
-23.351669311523438	certain
-23.351848602294922	forever
-23.37140464782715	passive
-23.38916778564453	correct
-23.40216636657715	welcome
-23.42795181274414	working
-23.435470581054688	complex
-23.439510345458984	quality
-23.485071182250977	sharing
-23.506507873535156	monster
-23.52432632446289	logical
-23.529090881347656	partial
-23.550521850585938	reality
-23.557464599609375	curious
-23.56842041015625	applied
-23.579320907592773	protest
-23.608688354492188	stealth
-23.619823455810547	shallow
-23.61992835998535	regular
-23.629064559936523	vicious
-23.643434524536133	leading
-23.650819778442383	capture
-23.65277099609375	reverse
-23.6571044921875	instant
-23.723712921142578	intense
-23.734498977661133	destiny
-23.738296508789062	binding
-23.78778076171875	allowed
-23.809219360351562	defense
-23.812728881835938	against
-23.836585998535156	obvious
-23.85131072998047	protect
-23.883665084838867	ethical
-23.893104553222656	conduct
-23.91105842590332	covered
-23.91232681274414	patient
-23.912343978881836	problem
-23.9443359375	surplus
-23.947673797607422	hipster
-23.94874382019043	unclear
-23.954021453857422	partner
-23.964672088623047	average
-23.968585968017578	empower
-23.98748207092285	caution
-23.990955352783203	outside
-23.99160385131836	winning
-23.994964599609375	secular
-24.040206909179688	factual
-24.068599700927734	helping
-24.08529281616211	clearly
-24.09931182861328	erratic
-24.109848022460938	endless
-24.123538970947266	derived
-24.130678176879883	medical
-24.133272171020508	species
-24.134002685546875	greater
-24.14870834350586	calling
-24.151227951049805	student
-24.15145492553711	notable
-24.15247344970703	changed
-24.152740478515625	passing
-24.156734466552734	consent
-24.165555953979492	perform
-24.181371688842773	publish
-24.22378158569336	legally
-24.22667694091797	payback
-24.252357482910156	opening
-24.263439178466797	discord
-24.274978637695312	balance
-24.282508850097656	climate
-24.31332015991211	looking
-24.318439483642578	persons
-24.321090698242188	romance
-24.32583999633789	sausage
-24.331111907958984	emotion
-24.336193084716797	cluster
-24.338932037353516	biggest
-24.345569610595703	managed
-24.3668212890625	retreat
-24.397354125976562	devious
-24.404346466064453	country
-24.412691116333008	collect
-24.421310424804688	unified
-24.421375274658203	ordered
-24.44303321838379	bending
-24.44688606262207	central
-24.472820281982422	offense
-24.47842788696289	contest
-24.490100860595703	already
-24.4981689453125	hearing
-24.498653411865234	waiting
-24.508136749267578	playing
-24.512924194335938	charity
-24.51476287841797	enabled
-24.53668975830078	altered
-24.542091369628906	tension
-24.555870056152344	trapped
-24.562206268310547	maximum
-24.56313705444336	fiction
-24.57318115234375	prevent
-24.58779525756836	prudent
-24.599414825439453	another
-24.61551284790039	revised
-24.616180419921875	treated
-24.625974655151367	transit
-24.633930206298828	revival
-24.65984344482422	getting
-24.660444259643555	factory
-24.661922454833984	insider
-24.66449737548828	leftist
-24.684505462646484	neglect
-24.70050048828125	stacked
-24.703044891357422	dissent
-24.708919525146484	trained
-24.71857452392578	uniform
-24.72067642211914	leather
-24.72294044494629	surface
-24.724437713623047	realist
-24.728099822998047	powered
-24.734642028808594	lightly
-24.740564346313477	western
-24.743858337402344	missile
-24.760269165039062	neither
-24.762022018432617	driving
-24.7791748046875	advance
-24.793874740600586	claimed
-24.795625686645508	printed
-24.801376342773438	tedious
-24.80316162109375	leaving
-24.810020446777344	parties
-24.818984985351562	explain
-24.823097229003906	teacher
-24.823654174804688	blocked
-24.838573455810547	soaring
-24.838924407958984	realism
-24.842174530029297	passion
-24.844524383544922	nowhere
-24.866352081298828	interim
-24.872631072998047	theater
-24.873939514160156	defence
-24.874351501464844	hostage
-24.88751983642578	barrier
-24.889911651611328	minimum
-24.889955520629883	started
-24.89287567138672	decline
-24.894290924072266	finally
-24.900646209716797	routine
-24.902435302734375	glitter
-24.902509689331055	scratch
-24.911846160888672	monitor
-24.919483184814453	digging
-24.919578552246094	raising
-24.945369720458984	cheaper
-24.948078155517578	carrier
-24.95744514465332	archive
-24.966793060302734	preview
-24.97198486328125	reserve
-24.97719383239746	thunder
-24.985637664794922	discard
-24.9902400970459	enforce
-24.991413116455078	minimal
-24.991615295410156	skilled
-25.009098052978516	targets
-25.018421173095703	pressed
-25.023849487304688	persist
-25.04962158203125	orderly
-25.051395416259766	pointed
-25.062498092651367	donated
-25.063814163208008	blunder
-25.06525421142578	failing
-25.067533493041992	tribute
-25.069538116455078	commune
-25.075939178466797	bedroom
-25.10727310180664	playful
-25.12716293334961	fitting
-25.127655029296875	sources
-25.128931045532227	formula
-25.130176544189453	library
-25.136184692382812	provoke
-25.137439727783203	counter
